lead_id,age,education,occupation,city,course_enquiry,lead_source,website_visits,course_page_views,pricing_page_views,brochure_downloaded,email_opens,email_clicks,whatsapp_responses,calls_answered,followup_count,webinar_attended,demo_attended,video_watches,days_since_last_activity,purchased_within_30_days,purchased_course
106524,28,Bachelor,Working Professional,Delhi,Finance,Facebook,7,3,2.0,0,6,1,1,1,3,0,0,3,18.7,0,No Purchase
106525,26,High School,Job Seeker,Jaipur,Finance,Google,6,5,1.0,0,3,2,2,0,1,0,0,2,5.7,0,No Purchase
106526,30,Bachelor,Self Employed,Pune,Digital Marketing,Google,4,4,2.0,0,2,1,2,0,3,1,0,3,37.5,0,No Purchase
106527,30,Bachelor,Working Professional,Other,Data Science,Instagram,12,6,2.0,0,6,4,3,1,3,1,0,6,30.4,0,No Purchase
106528,27,Bachelor,Job Seeker,Bengaluru,Business Analytics,Instagram,3,4,2.0,0,2,1,0,0,0,0,0,0,8.6,0,No Purchase
106529,31,Bachelor,Working Professional,Bengaluru,Business Analytics,Instagram,4,1,2.0,0,3,0,0,0,0,0,0,0,9.7,0,No Purchase
106530,18,Master,Working Professional,Chennai,Finance,Facebook,5,4,0.0,0,4,0,0,1,2,0,0,2,11.9,0,No Purchase
106531,24,High School,Working Professional,Other,Digital Marketing,Referral,8,2,1.0,1,3,1,0,0,2,0,0,2,4.5,0,No Purchase
106532,23,Bachelor,Self Employed,Lucknow,Business Analytics,Organic,5,5,1.0,0,3,0,3,2,1,1,0,2,5.0,0,No Purchase
106533,31,Master,Job Seeker,Chennai,Business Analytics,Instagram,9,5,1.0,0,4,2,1,1,2,0,1,3,20.1,0,No Purchase
106534,33,Bachelor,Job Seeker,Lucknow,Data Science,Organic,6,2,1.0,0,6,4,1,1,3,0,0,5,0.3,1,Data Science
106535,18,High School,Student,Delhi,Data Science,Referral,4,4,3.0,0,1,1,2,1,2,0,0,3,4.7,0,No Purchase
106536,32,Bachelor,Working Professional,Kolkata,Accounting,Organic,12,5,3.0,0,6,2,2,2,5,0,1,6,25.6,0,No Purchase
106537,19,Bachelor,Job Seeker,Pune,Accounting,LinkedIn,11,7,2.0,0,5,3,4,2,3,0,0,3,23.5,0,No Purchase
106538,19,Diploma,Self Employed,Bengaluru,Finance,LinkedIn,6,2,2.0,1,2,1,1,1,4,0,0,2,8.5,0,No Purchase
106539,24,Bachelor,Self Employed,Mumbai,Data Science,Organic,10,4,3.0,0,6,2,2,1,3,0,1,5,0.1,1,Data Science
106540,23,Bachelor,Working Professional,Bengaluru,Finance,Organic,0,0,0.0,0,4,0,0,0,1,0,0,0,27.3,0,No Purchase
106541,18,Bachelor,Working Professional,Mumbai,Finance,Instagram,11,5,2.0,1,5,3,2,1,3,0,0,2,5.3,0,No Purchase
106542,28,Diploma,Student,Bengaluru,Finance,Google,9,5,3.0,0,5,1,3,1,6,0,0,4,15.7,0,No Purchase
106543,28,Bachelor,Job Seeker,Delhi,Data Science,Organic,8,4,0.0,0,8,0,2,1,2,0,0,3,14.5,0,No Purchase
106544,30,Bachelor,Student,Chennai,Finance,Referral,9,4,4.0,0,5,1,6,1,2,0,0,5,16.2,0,No Purchase
106545,23,Bachelor,Job Seeker,Hyderabad,Accounting,Referral,6,7,1.0,0,5,1,0,0,6,0,0,2,16.0,0,No Purchase
106546,25,Bachelor,Student,Mumbai,Finance,Organic,9,5,1.0,1,6,1,2,2,3,0,0,3,15.4,1,Finance
106547,25,Bachelor,Self Employed,Chennai,Data Science,Referral,2,1,0.0,0,2,0,0,2,0,0,0,1,12.9,0,No Purchase
106548,33,Master,Working Professional,Mumbai,Finance,Instagram,11,4,4.0,1,8,3,2,2,2,0,0,5,14.4,1,Finance
106549,18,Bachelor,Student,Hyderabad,Data Science,LinkedIn,9,5,2.0,1,5,1,1,2,2,0,0,2,13.8,1,Data Science
106550,20,Bachelor,Working Professional,Other,Data Science,LinkedIn,10,4,,0,4,1,2,2,2,0,1,4,7.2,1,Data Science
106551,25,Bachelor,Working Professional,Kolkata,Accounting,Google,10,4,2.0,0,4,2,4,0,3,0,0,3,0.3,1,Accounting
106552,20,Diploma,Job Seeker,Pune,Accounting,Referral,10,6,3.0,0,6,2,5,1,5,0,0,3,2.1,1,Accounting
106553,24,Bachelor,Working Professional,Pune,Finance,LinkedIn,8,4,3.0,1,5,2,1,1,4,1,0,2,0.8,1,Finance
106554,24,High School,Working Professional,Delhi,Business Analytics,Organic,10,6,3.0,0,4,1,2,3,4,1,0,4,12.6,1,Business Analytics
106555,22,Bachelor,Student,Hyderabad,Digital Marketing,Referral,12,4,2.0,1,1,0,0,0,2,0,0,1,6.1,0,No Purchase
106556,25,High School,Job Seeker,Bengaluru,Business Analytics,LinkedIn,10,5,1.0,0,6,2,3,1,3,0,1,2,1.7,1,Business Analytics
106557,28,Bachelor,Self Employed,Hyderabad,Finance,Organic,14,6,4.0,1,9,2,4,2,4,1,0,6,3.4,1,Finance
106558,24,Bachelor,Job Seeker,Other,Accounting,Organic,12,7,3.0,0,6,2,3,2,4,0,0,4,3.6,1,Accounting
106559,23,Bachelor,Student,Lucknow,Digital Marketing,Facebook,2,1,0.0,0,0,0,0,0,2,0,0,0,11.7,0,No Purchase
106560,24,Bachelor,Job Seeker,Pune,Accounting,Organic,11,3,1.0,0,3,1,1,1,4,0,1,5,11.3,1,Digital Marketing
106561,25,High School,Student,Kolkata,Digital Marketing,Organic,1,6,0.0,0,0,0,0,0,0,0,0,1,11.9,0,No Purchase
106562,18,Bachelor,Self Employed,Kolkata,Finance,Google,8,3,0.0,0,5,2,2,0,4,0,0,2,12.9,0,No Purchase
106563,27,Bachelor,Student,Hyderabad,Data Science,Organic,5,2,1.0,0,3,1,0,0,3,0,0,4,14.5,0,No Purchase
106564,23,Master,Student,Jaipur,Business Analytics,Organic,11,3,3.0,0,3,1,7,2,2,0,0,2,0.1,1,Business Analytics
106565,31,Master,Student,Pune,Finance,Google,7,4,1.0,0,4,1,2,0,4,1,0,1,32.6,1,Finance
106566,28,Master,Job Seeker,Kolkata,Accounting,Organic,5,3,0.0,0,3,1,0,0,1,0,0,2,12.9,0,No Purchase
106567,31,High School,Working Professional,Delhi,Finance,Organic,7,4,3.0,0,3,2,2,2,3,0,0,3,32.2,0,No Purchase
106568,20,Diploma,Working Professional,Pune,Accounting,Google,4,1,2.0,0,3,0,0,0,4,0,0,1,5.9,0,No Purchase
106569,23,Bachelor,Student,Bengaluru,Accounting,Organic,8,3,0.0,1,2,1,2,0,2,0,0,2,59.1,0,No Purchase
106570,19,Bachelor,Job Seeker,Delhi,Accounting,Instagram,6,2,2.0,0,1,0,2,2,5,0,1,3,5.2,0,No Purchase
106571,21,Bachelor,Student,Chennai,Data Science,Instagram,7,3,5.0,1,4,0,2,2,2,0,0,1,3.6,0,No Purchase
106572,31,Bachelor,Student,Other,Data Science,Google,9,2,2.0,0,6,2,1,1,4,0,1,3,4.4,0,No Purchase
106573,32,Bachelor,Job Seeker,Kolkata,Data Science,Organic,8,2,3.0,0,3,2,3,1,2,0,0,6,4.1,1,Data Science
106574,19,Bachelor,Working Professional,Delhi,Accounting,LinkedIn,5,7,2.0,0,4,0,0,1,4,1,0,2,5.0,0,No Purchase
106575,23,Master,Working Professional,Delhi,Finance,Referral,9,4,2.0,0,4,1,5,2,3,0,0,3,5.4,1,Finance
106576,25,Diploma,Student,Bengaluru,Data Science,Instagram,8,4,3.0,0,7,1,1,1,3,0,0,3,9.8,0,No Purchase
106577,28,Bachelor,Working Professional,Mumbai,Data Science,Google,10,5,2.0,0,2,3,1,2,2,0,0,4,4.1,1,Data Science
106578,18,Bachelor,Student,Delhi,Digital Marketing,Google,4,3,0.0,0,3,0,0,0,2,0,0,1,12.3,0,No Purchase
106579,18,High School,Working Professional,Delhi,Data Science,Google,8,3,2.0,0,5,1,2,2,3,0,0,3,5.9,0,No Purchase
106580,27,Master,Student,Bengaluru,Finance,Referral,9,3,1.0,0,3,2,3,1,2,1,0,4,0.6,1,Finance
106581,18,Master,Working Professional,Mumbai,Finance,LinkedIn,7,4,4.0,1,5,2,3,1,2,1,1,5,8.1,0,No Purchase
106582,23,Bachelor,Student,Mumbai,Finance,LinkedIn,9,2,3.0,0,2,2,2,2,3,0,0,4,0.6,0,No Purchase
106583,26,High School,Student,Jaipur,Data Science,Google,13,5,2.0,0,5,2,3,1,3,0,0,4,2.3,0,No Purchase
106584,27,High School,Student,Other,Digital Marketing,Google,9,3,4.0,0,4,1,3,1,4,1,1,3,3.9,1,Digital Marketing
106585,24,Bachelor,Working Professional,Lucknow,Data Science,Organic,8,1,0.0,0,3,0,2,0,1,1,0,2,14.6,0,No Purchase
106586,23,High School,Student,Mumbai,Accounting,Organic,8,4,2.0,0,3,3,3,1,2,0,0,1,23.2,0,No Purchase
106587,29,High School,Working Professional,Mumbai,Finance,Google,7,2,0.0,0,2,0,2,1,4,0,1,4,3.8,1,Finance
106588,26,Bachelor,Student,Pune,Accounting,LinkedIn,5,1,2.0,0,1,0,0,0,1,0,0,4,2.2,1,Accounting
106589,22,High School,Student,Lucknow,Finance,Referral,10,3,,0,6,2,4,1,3,0,1,3,5.6,0,No Purchase
106590,25,Bachelor,Working Professional,Chennai,Business Analytics,Referral,6,4,4.0,0,4,1,1,3,4,0,0,3,7.2,1,Business Analytics
106591,27,Bachelor,Student,Lucknow,Finance,Organic,10,3,4.0,0,8,2,3,1,4,0,1,4,14.8,1,Finance
106592,34,High School,Working Professional,Hyderabad,Data Science,Instagram,15,7,3.0,0,8,4,5,3,3,0,1,4,34.1,0,No Purchase
106593,29,Bachelor,Working Professional,Other,Finance,Organic,11,6,2.0,0,8,2,3,1,3,0,0,4,7.9,1,Digital Marketing
106594,31,High School,Job Seeker,Lucknow,Accounting,LinkedIn,7,2,0.0,1,2,1,1,1,2,0,0,0,36.9,0,No Purchase
106595,22,High School,Working Professional,Delhi,Data Science,LinkedIn,3,3,1.0,0,1,1,0,2,1,0,0,6,6.7,0,No Purchase
106596,22,Bachelor,Student,Bengaluru,Business Analytics,Google,10,3,2.0,0,9,4,3,1,3,0,1,6,16.1,0,No Purchase
106597,24,Bachelor,Student,Pune,Data Science,Google,10,3,3.0,0,5,2,1,1,2,0,0,3,5.8,0,No Purchase
106598,24,Bachelor,Student,Mumbai,Business Analytics,Organic,12,6,4.0,0,4,3,3,3,3,0,0,8,21.3,1,Business Analytics
106599,20,Bachelor,Job Seeker,Bengaluru,Finance,Google,6,6,2.0,0,5,0,1,0,6,0,0,2,3.5,1,Finance
106600,31,Bachelor,Student,Chennai,Accounting,Organic,4,4,2.0,0,2,0,0,0,1,0,0,1,15.1,1,Accounting
106601,29,Bachelor,Student,Pune,Digital Marketing,Organic,4,2,1.0,0,0,0,1,0,1,0,0,1,18.8,0,No Purchase
106602,23,Bachelor,Working Professional,Jaipur,Data Science,Google,10,4,3.0,1,6,2,3,1,3,1,0,4,2.9,0,No Purchase
106603,28,Bachelor,Working Professional,Bengaluru,Finance,Google,10,3,2.0,0,4,2,2,1,5,0,0,2,13.9,1,Finance
106604,26,Bachelor,Self Employed,Other,Finance,Facebook,12,4,2.0,1,5,1,3,2,2,0,0,3,1.3,0,No Purchase
106605,29,High School,Student,Bengaluru,Data Science,LinkedIn,7,3,1.0,0,3,0,1,1,2,0,0,3,29.1,0,No Purchase
106606,18,Bachelor,Job Seeker,Other,Digital Marketing,Referral,8,7,0.0,0,3,2,1,1,2,0,0,2,10.8,0,No Purchase
106607,24,Bachelor,Working Professional,Bengaluru,Data Science,LinkedIn,11,4,4.0,0,3,3,4,3,3,0,0,4,6.8,1,Data Science
106608,25,High School,Job Seeker,Hyderabad,Accounting,Organic,3,2,0.0,0,4,0,0,2,0,0,0,1,19.8,0,No Purchase
106609,28,Bachelor,Student,Other,Finance,Instagram,12,4,1.0,1,3,3,2,2,4,1,0,5,13.1,1,Finance
106610,22,Bachelor,Student,Bengaluru,Business Analytics,Instagram,11,7,3.0,1,8,5,3,3,4,0,1,5,4.9,1,Business Analytics
106611,18,High School,Student,Lucknow,Business Analytics,Referral,0,1,0.0,0,0,0,1,0,1,0,0,1,25.5,0,No Purchase
106612,20,Master,Job Seeker,Hyderabad,Data Science,Instagram,4,0,0.0,0,3,1,0,0,4,0,0,2,3.9,0,No Purchase
106613,25,Bachelor,,Bengaluru,Business Analytics,Instagram,9,2,1.0,0,9,1,3,0,3,0,0,2,14.7,0,No Purchase
106614,25,Bachelor,Student,Chennai,Data Science,Instagram,9,5,0.0,0,4,1,1,0,3,0,0,2,2.1,0,No Purchase
106615,33,Master,Student,Mumbai,Finance,Referral,7,4,1.0,0,3,2,1,0,1,0,0,2,3.6,0,No Purchase
106616,28,Master,Job Seeker,Chennai,Business Analytics,LinkedIn,13,8,4.0,0,8,3,5,4,5,1,0,6,11.4,1,Business Analytics
106617,25,Bachelor,Student,Mumbai,Finance,LinkedIn,5,3,1.0,0,3,2,0,0,5,0,0,1,5.1,0,No Purchase
106618,25,Bachelor,Student,Kolkata,Digital Marketing,Organic,6,4,4.0,0,3,3,1,0,3,1,0,1,18.5,0,No Purchase
106619,31,Diploma,Working Professional,Pune,Data Science,Instagram,5,0,1.0,0,1,0,0,0,3,0,0,4,24.2,0,No Purchase
106620,22,Diploma,Job Seeker,Mumbai,Business Analytics,Facebook,2,3,0.0,0,2,0,0,1,4,0,0,0,11.2,0,No Purchase
106621,24,Master,Job Seeker,Delhi,Finance,Google,13,7,3.0,0,5,3,1,3,3,0,0,7,24.2,1,Finance
106622,20,Bachelor,Working Professional,Pune,Data Science,Referral,2,0,0.0,0,0,0,0,0,0,0,0,0,9.0,0,No Purchase
106623,32,Bachelor,Student,Mumbai,Data Science,Organic,3,1,0.0,0,4,0,0,1,1,0,0,1,24.5,0,No Purchase
106624,27,High School,Student,Chennai,Accounting,Instagram,9,4,3.0,0,4,1,2,1,4,1,1,4,11.8,0,No Purchase
106625,21,Diploma,Student,Other,Digital Marketing,Google,8,4,3.0,0,8,1,3,1,3,0,0,4,12.8,0,No Purchase
106626,24,High School,Student,Mumbai,Digital Marketing,LinkedIn,4,4,0.0,0,4,0,2,0,3,0,0,0,10.3,0,No Purchase
106627,28,Bachelor,Student,Hyderabad,Accounting,Google,6,3,2.0,0,2,1,0,2,2,0,0,0,12.4,0,No Purchase
106628,24,High School,Working Professional,Other,Finance,Organic,2,2,1.0,0,1,0,0,0,1,0,0,0,8.2,0,No Purchase
106629,22,Bachelor,Student,Other,Accounting,Organic,10,4,1.0,0,6,1,2,1,2,0,0,3,36.5,0,No Purchase
106630,22,Master,Working Professional,Delhi,Data Science,Referral,7,5,1.0,0,4,3,1,1,3,0,0,3,9.2,0,No Purchase
106631,27,Bachelor,Student,Lucknow,Data Science,Google,12,4,2.0,0,3,2,2,1,2,0,0,4,0.4,0,No Purchase
106632,23,Bachelor,Self Employed,Mumbai,Data Science,Organic,3,2,0.0,0,1,0,0,0,2,0,0,1,6.9,0,No Purchase
106633,23,High School,Job Seeker,Kolkata,Digital Marketing,Referral,10,5,2.0,1,3,1,4,4,2,1,0,4,13.4,1,Digital Marketing
106634,18,Bachelor,Student,Bengaluru,Finance,Organic,7,1,1.0,0,3,1,0,1,2,0,0,2,10.9,1,Finance
106635,25,Bachelor,Student,Mumbai,Data Science,Organic,10,7,2.0,1,7,3,2,2,5,0,0,4,13.6,1,Data Science
106636,24,High School,Self Employed,Hyderabad,Business Analytics,Google,4,2,0.0,0,2,1,0,1,3,0,1,3,18.6,0,No Purchase
106637,23,Bachelor,Self Employed,Mumbai,Finance,Facebook,8,6,4.0,0,5,1,2,3,3,0,0,4,49.3,0,No Purchase
106638,26,Master,Student,Hyderabad,Data Science,Organic,6,2,1.0,0,3,0,1,0,3,0,0,2,17.1,0,No Purchase
106639,29,High School,Student,Bengaluru,Finance,Instagram,10,5,2.0,1,7,2,3,1,5,0,0,4,12.1,1,Finance
106640,29,Master,Self Employed,Other,Business Analytics,Organic,5,3,0.0,1,1,1,0,0,2,0,0,3,16.9,0,No Purchase
106641,28,Diploma,Working Professional,Pune,Digital Marketing,Instagram,9,6,1.0,0,4,1,2,1,3,0,0,3,24.4,0,No Purchase
106642,24,Diploma,Working Professional,Chennai,Accounting,Organic,3,1,0.0,1,4,0,0,1,3,0,0,0,14.2,0,No Purchase
106643,22,Diploma,Student,Mumbai,Digital Marketing,Organic,7,2,1.0,0,2,0,2,0,3,0,1,1,12.2,0,No Purchase
106644,20,Master,Job Seeker,Other,Accounting,Organic,9,7,3.0,0,3,1,3,2,2,0,0,4,13.3,0,No Purchase
106645,22,Bachelor,Working Professional,Hyderabad,Digital Marketing,Organic,10,4,0.0,0,1,0,1,0,1,0,0,2,7.3,0,No Purchase
106646,25,Bachelor,Working Professional,Delhi,Business Analytics,Facebook,10,3,1.0,0,4,1,1,1,3,0,0,4,21.0,0,No Purchase
106647,21,Bachelor,Working Professional,Pune,Finance,Organic,11,3,3.0,1,5,1,2,3,4,0,0,7,9.9,0,No Purchase
106648,25,Master,Student,Bengaluru,Finance,Instagram,1,1,0.0,0,0,0,0,0,3,0,0,0,16.2,0,No Purchase
106649,20,Bachelor,Student,Bengaluru,Data Science,LinkedIn,7,6,1.0,0,5,2,1,1,3,0,0,2,0.9,1,Data Science
106650,18,Bachelor,Working Professional,Bengaluru,Digital Marketing,Organic,12,5,3.0,1,5,2,3,3,5,1,0,4,1.1,1,Digital Marketing
106651,29,Bachelor,Working Professional,Hyderabad,Data Science,Instagram,8,2,0.0,0,2,0,1,0,2,0,0,1,25.6,0,No Purchase
106652,23,Bachelor,Self Employed,Bengaluru,Finance,Instagram,4,4,2.0,0,2,1,3,0,3,0,0,0,3.1,0,No Purchase
106653,21,Bachelor,Working Professional,Lucknow,Business Analytics,LinkedIn,3,1,0.0,0,2,0,0,0,2,0,0,1,15.1,0,No Purchase
106654,20,High School,Student,Mumbai,Finance,Instagram,7,1,1.0,0,0,0,0,1,3,0,0,0,11.9,0,No Purchase
106655,27,Master,Student,Mumbai,Data Science,Google,11,8,4.0,0,9,2,2,2,6,1,1,6,3.8,1,Data Science
106656,32,Diploma,Working Professional,Delhi,Data Science,Google,4,3,1.0,0,1,0,3,0,1,0,0,2,11.7,0,No Purchase
106657,23,Master,Student,Bengaluru,Business Analytics,Organic,6,4,1.0,1,4,2,2,2,5,0,0,3,4.0,1,Business Analytics
106658,24,Bachelor,Working Professional,Delhi,Digital Marketing,Instagram,4,3,1.0,0,2,0,0,0,2,1,0,2,7.6,0,No Purchase
106659,30,High School,Student,Delhi,Digital Marketing,Google,6,3,2.0,0,5,0,3,2,2,0,1,1,9.1,1,Digital Marketing
106660,18,Bachelor,Student,Bengaluru,Finance,Instagram,11,5,2.0,0,7,2,3,1,3,0,0,4,38.1,0,No Purchase
106661,35,Bachelor,Student,Other,Accounting,Referral,12,6,4.0,1,5,2,2,1,4,0,0,5,5.5,1,Accounting
106662,37,Bachelor,Working Professional,Delhi,Accounting,Facebook,7,4,1.0,0,4,1,2,3,3,0,0,5,18.2,0,No Purchase
106663,18,Bachelor,Student,Delhi,Digital Marketing,Google,7,3,2.0,0,5,1,2,0,2,0,0,2,55.8,0,No Purchase
106664,25,Bachelor,Working Professional,Pune,Accounting,Facebook,7,1,0.0,0,1,0,0,0,3,0,0,0,26.3,0,No Purchase
106665,21,Diploma,Student,Hyderabad,Finance,Organic,13,5,2.0,0,6,1,2,1,2,0,0,3,1.0,0,No Purchase
106666,24,Bachelor,Self Employed,Delhi,Accounting,Instagram,5,3,3.0,0,7,0,2,2,3,1,0,1,4.3,0,No Purchase
106667,23,Bachelor,Working Professional,Jaipur,Digital Marketing,Referral,12,5,2.0,0,8,4,2,1,6,0,1,6,22.9,0,No Purchase
106668,29,Master,Job Seeker,Chennai,Data Science,Organic,4,0,0.0,0,2,0,2,0,0,0,0,4,3.2,0,No Purchase
106669,24,Bachelor,Job Seeker,Hyderabad,Finance,Organic,7,2,1.0,0,5,1,0,0,1,0,0,2,2.5,0,No Purchase
106670,20,Master,Job Seeker,Pune,Finance,Google,12,3,1.0,0,5,0,3,2,2,0,0,3,24.9,0,No Purchase
106671,24,High School,Job Seeker,Lucknow,Business Analytics,Facebook,11,8,3.0,1,5,2,2,3,2,1,0,6,14.3,1,Business Analytics
106672,28,,Student,Delhi,Finance,LinkedIn,3,3,1.0,0,1,0,0,4,3,0,0,0,2.5,1,Finance
106673,19,Bachelor,Student,Other,Accounting,Google,10,5,1.0,0,5,2,3,2,3,0,0,1,5.8,0,No Purchase
106674,18,Bachelor,Working Professional,Delhi,Finance,Organic,10,4,4.0,0,4,1,4,1,3,0,0,5,9.0,0,No Purchase
106675,35,High School,Working Professional,Hyderabad,Business Analytics,Facebook,8,5,4.0,0,5,1,2,1,2,0,0,2,6.5,0,No Purchase
106676,22,Bachelor,Working Professional,Bengaluru,Business Analytics,Referral,12,5,4.0,0,7,1,3,2,3,0,0,5,16.7,1,Business Analytics
106677,24,Bachelor,Working Professional,Chennai,Data Science,Instagram,6,2,2.0,1,3,0,0,1,4,0,0,1,25.6,0,No Purchase
106678,23,High School,Student,Lucknow,Data Science,Organic,7,3,1.0,0,4,2,1,0,4,0,0,4,7.8,0,No Purchase
106679,28,High School,Student,Pune,Digital Marketing,Google,3,5,0.0,0,0,1,2,0,0,0,0,3,4.7,0,No Purchase
106680,34,Bachelor,Working Professional,Mumbai,Accounting,Organic,13,5,,1,5,3,3,1,5,0,0,4,3.2,0,No Purchase
106681,28,Diploma,Working Professional,Lucknow,Accounting,Google,9,6,4.0,0,4,1,1,1,3,0,0,5,13.5,1,Accounting
106682,18,Bachelor,Job Seeker,Other,Finance,Google,8,2,1.0,0,5,2,3,2,4,1,0,6,22.9,0,No Purchase
106683,18,Master,Working Professional,Mumbai,Digital Marketing,Google,8,3,5.0,0,4,2,1,1,4,0,0,6,9.3,1,Digital Marketing
106684,23,Bachelor,Student,Bengaluru,Digital Marketing,Organic,14,7,3.0,1,4,3,3,3,3,0,0,4,26.5,1,Digital Marketing
106685,24,Bachelor,Student,Pune,Finance,Organic,13,8,3.0,0,7,4,6,3,5,0,0,6,7.4,1,Finance
106686,18,Bachelor,Student,Kolkata,Finance,Instagram,10,4,1.0,0,4,1,1,1,3,0,0,4,2.1,1,Finance
106687,29,High School,Student,Mumbai,Business Analytics,Google,5,7,3.0,0,3,3,3,2,3,0,0,3,12.1,0,No Purchase
106688,20,Bachelor,Job Seeker,Delhi,Finance,LinkedIn,11,3,2.0,0,5,4,3,2,3,0,1,3,38.5,0,No Purchase
106689,32,High School,Working Professional,Pune,Data Science,Google,12,9,3.0,1,7,2,4,2,4,1,1,5,11.3,1,Data Science
106690,34,High School,Job Seeker,Lucknow,Business Analytics,Google,11,4,6.0,1,6,2,3,2,2,0,1,4,17.1,1,Business Analytics
106691,24,High School,Working Professional,Bengaluru,Digital Marketing,Google,6,3,1.0,0,7,2,2,1,3,0,1,2,1.3,0,No Purchase
106692,27,Bachelor,Student,Pune,Accounting,Instagram,12,4,4.0,0,5,1,3,2,3,1,0,3,11.4,1,Accounting
106693,19,Diploma,Working Professional,Lucknow,Digital Marketing,LinkedIn,8,6,1.0,1,5,1,1,2,2,0,0,5,6.3,1,Digital Marketing
106694,28,High School,Student,Delhi,Data Science,Referral,6,0,0.0,0,0,1,0,0,1,0,0,2,16.8,0,No Purchase
106695,23,Master,Student,Bengaluru,Accounting,Instagram,9,6,3.0,0,7,3,8,2,5,0,0,3,1.7,1,Accounting
106696,20,High School,Working Professional,Bengaluru,Data Science,Organic,6,2,2.0,0,2,0,0,0,1,0,0,2,35.6,0,No Purchase
106697,24,Bachelor,Student,Kolkata,Business Analytics,Organic,5,4,2.0,0,3,2,1,2,1,0,0,2,14.0,0,No Purchase
106698,23,Bachelor,Student,Chennai,Data Science,Instagram,7,1,2.0,1,5,1,1,1,2,0,0,1,15.5,0,No Purchase
106699,23,Bachelor,Working Professional,Lucknow,Data Science,Google,8,3,1.0,1,2,1,1,0,4,0,0,2,27.1,0,No Purchase
106700,30,High School,Working Professional,Pune,Data Science,Google,7,5,1.0,0,3,1,2,1,3,0,0,3,13.4,0,No Purchase
106701,21,High School,Student,Mumbai,Finance,Instagram,14,5,2.0,0,6,2,3,2,6,0,1,5,0.2,1,Digital Marketing
106702,34,Bachelor,Working Professional,Hyderabad,Data Science,Google,7,2,0.0,0,5,3,0,0,1,0,0,2,1.8,0,No Purchase
106703,18,Bachelor,Student,Bengaluru,Accounting,Facebook,10,7,2.0,1,8,2,3,2,6,1,0,6,45.9,0,No Purchase
106704,33,High School,Working Professional,Chennai,Digital Marketing,Google,1,1,0.0,0,0,0,2,0,0,0,0,2,16.2,0,No Purchase
106705,20,Bachelor,Working Professional,Other,Data Science,Organic,3,4,1.0,0,2,0,0,0,0,0,0,0,11.0,0,No Purchase
106706,25,Bachelor,Working Professional,Hyderabad,Business Analytics,Instagram,7,2,1.0,0,0,0,2,1,1,0,0,0,9.6,0,No Purchase
106707,23,High School,Working Professional,Chennai,Business Analytics,Organic,9,5,3.0,0,6,1,4,1,2,0,0,6,4.4,1,Business Analytics
106708,23,Bachelor,Student,Mumbai,Data Science,Organic,6,3,0.0,0,2,0,1,0,3,0,0,0,16.3,0,No Purchase
106709,29,Bachelor,Student,Pune,Data Science,Organic,2,5,0.0,0,1,0,0,0,1,0,0,0,12.9,0,No Purchase
106710,32,Bachelor,Working Professional,Kolkata,Accounting,Facebook,11,6,4.0,0,7,3,3,2,4,0,0,6,6.4,1,Data Science
106711,31,Bachelor,Student,Kolkata,Finance,Instagram,8,5,1.0,0,3,0,1,0,2,0,0,3,4.4,1,Finance
106712,23,Bachelor,Student,Other,Accounting,Instagram,12,7,3.0,1,7,2,5,4,6,0,1,6,9.1,1,Accounting
106713,26,Master,Working Professional,Other,Accounting,Google,12,5,4.0,0,6,4,3,1,3,0,1,3,7.6,0,No Purchase
106714,21,Bachelor,Student,Hyderabad,Accounting,Google,7,7,2.0,0,5,3,2,1,3,0,0,3,14.8,0,No Purchase
106715,20,Bachelor,Working Professional,Jaipur,Digital Marketing,Instagram,11,6,3.0,1,6,3,2,2,4,0,0,3,5.0,1,Digital Marketing
106716,19,Bachelor,Working Professional,Kolkata,Business Analytics,Organic,6,5,1.0,1,4,0,0,1,3,0,0,2,5.7,0,No Purchase
106717,23,Bachelor,Job Seeker,Pune,Accounting,Organic,6,2,0.0,0,1,0,1,1,2,0,0,1,7.3,0,No Purchase
106718,26,High School,Job Seeker,Delhi,Data Science,Facebook,9,4,1.0,0,4,1,1,1,2,0,1,2,3.1,0,No Purchase
106719,18,Master,Working Professional,Other,Data Science,Organic,5,2,1.0,0,3,0,0,0,2,0,0,3,2.4,0,No Purchase
106720,25,Master,Job Seeker,Other,Accounting,Instagram,12,5,2.0,0,6,2,3,1,4,0,1,4,7.0,1,Accounting
106721,33,Diploma,Working Professional,Hyderabad,Digital Marketing,Organic,13,5,3.0,0,7,2,3,1,4,0,0,5,1.4,1,Digital Marketing
106722,31,Bachelor,Working Professional,Bengaluru,Digital Marketing,Referral,7,4,1.0,0,3,0,0,0,4,0,0,2,27.4,0,No Purchase
106723,22,Bachelor,Job Seeker,Delhi,Accounting,Google,4,4,2.0,0,5,2,1,1,6,0,0,2,17.6,0,No Purchase
106724,18,Master,Job Seeker,Delhi,Accounting,Facebook,9,3,2.0,0,2,1,2,1,1,0,0,3,5.7,0,No Purchase
106725,27,Bachelor,Job Seeker,Lucknow,Business Analytics,LinkedIn,14,7,2.0,0,6,3,3,2,5,0,0,7,11.4,0,No Purchase
106726,18,High School,Self Employed,Bengaluru,Finance,Google,4,2,3.0,0,3,1,1,1,1,0,0,1,18.3,0,No Purchase
